sample_id,mean_r,mean_g,mean_b,var_r,var_g,var_b,mean_ndi,yellow_ratio,brown_ratio,green_ratio,label,class_name
real_0_2968,0.5242189893535539,0.5518987917432598,0.3521563361672794,0.031296165573315084,0.030706700665854073,0.03821890990666956,0.027229341141645394,0.23687744140625,0.15399169921875,0.5496826171875,0,Healthy Leaf
aug_2_3848,0.5327167592550669,0.49904426719099826,0.43348026732358,0.06902715976789026,0.07354141590534567,0.07488725410298798,-0.022710132114223878,0.013829189225995325,0.10061359246966832,0.5123403848951894,2,Bud Rot
aug_0_2909,0.4027905262825183,0.5447019815198328,0.25508970480694254,0.026195409862051124,0.021066212691766343,0.03524169628633477,0.16329617554677334,0.0932216380286291,0.10091781464676292,0.805860547324608,0,Healthy Leaf
aug_0_3679,0.406118603119137,0.446828013941278,0.196337377718979,0.051858234316415584,0.057198730502186074,0.07540714795605064,0.1359126384184481,0.19286348317859342,0.1095092538657276,0.6976272629556789,0,Healthy Leaf
aug_1_1405,0.46341162958137827,0.40135686766028406,0.09072355788946165,0.02650873057806132,0.02129432736097134,0.0034179252532091555,-0.0024564056751720416,0.3165855029531119,0.3453350626909992,0.3380794343558889,1,Yellow Leaf Disease
aug_3_3173,0.5376644869492925,0.5146713280861036,0.48252224360335055,0.032484156653547695,0.034361891217112805,0.0360473502124327,-0.00693617518137706,0.013685338107406738,0.07053401558904039,0.21009700704740433,3,Spindle Bug Infestation
aug_3_2464,0.4122713163638593,0.47950696813471355,0.30826347291398576,0.038670695970863915,0.04101746766133458,0.02659688599699841,0.0012027110743152158,0.23748025235625325,0.19728992124140415,0.41036983056997356,3,Spindle Bug Infestation
aug_0_3422,0.5213185079489926,0.5465782080614162,0.2814741115091205,0.023322263939657452,0.024681218865994545,0.04808899581109234,0.09857385622734106,0.310459051459792,0.08991875396773508,0.5996221945724729,0,Healthy Leaf
aug_1_3899,0.5105696088596511,0.5975635803027219,0.2852028485334477,0.062485976460014275,0.04375072662544997,0.06146552765809079,0.11678429756036408,0.33954954899994155,0.07123237605780866,0.5892180749422498,1,Yellow Leaf Disease
aug_0_3312,0.5086959045520695,0.5684201426763639,0.43808762737141016,0.020613228558083483,0.021614463895446186,0.022170891099829896,-0.011597446212374192,0.0643601314464918,0.10466003008839704,0.48292782901414755,0,Healthy Leaf
aug_3_0698,0.5819263674020217,0.6906595055012826,0.5569605574301385,0.041626284644811815,0.03518987610132446,0.04750318967284501,0.07218895898257646,0.06390776592446225,0.09525831798496327,0.7085051177100629,3,Spindle Bug Infestation
aug_2_0304,0.35741872178185,0.31075728963910987,0.2833534520222625,0.061052683743938976,0.042476853304419915,0.027412657521766238,-0.22390965261790036,0.11287612778061548,0.4643176451588499,0.016447522683501994,2,Bud Rot
aug_2_0255,0.3969379984321784,0.2781918313730288,0.30361971401007615,0.05731705503058662,0.04320055698046471,0.019755277169265607,-0.16381911067332355,0.14815104704037868,0.44046051035131784,0.0016753959181116254,2,Bud Rot
aug_3_3086,0.5678915607831536,0.5612623648881511,0.3506743614462561,0.02891511101508413,0.03756843851904492,0.0410532782246993,-0.02092526604447696,0.23905970920522196,0.11473032258220475,0.40628578369210827,3,Spindle Bug Infestation
aug_2_0763,0.3784730712686578,0.31663671336068927,0.2599386645480966,0.04878603917054739,0.04873286601547268,0.025020816467495533,-0.1706149363979629,0.0982407236311573,0.40766327382975015,0.042908505406353534,2,Bud Rot
aug_3_0541,0.5017317476816047,0.5394492027736572,0.4398193454971011,0.07101948364007596,0.06522291227239069,0.06303954794434848,-0.012319013159125203,0.04632957524550861,0.2080180842084954,0.745652340545996,3,Spindle Bug Infestation
aug_1_2444,0.5230210551249974,0.7005465075675398,0.09043644584142498,0.03836994599012472,0.024220692744158237,0.01685031351240486,0.1432194784919612,0.40857843167540475,0.007502536641175047,0.5839190316834201,1,Yellow Leaf Disease
aug_0_2312,0.4831830261239688,0.5106460714796621,0.4316234521280441,0.031583421468786656,0.027639668420762546,0.048333465727796246,0.08620311987563897,0.05765443359748281,0.023983920177299486,0.35061871284461854,0,Healthy Leaf
aug_2_2254,0.5256888538428378,0.47538741947287366,0.40860730651559946,0.0661474774213473,0.0672235225631028,0.03757605210804908,-0.09681402734281662,0.09252838804547049,0.25616222777857944,0.045997769564152274,2,Bud Rot
aug_2_0014,0.35192458617985567,0.3208390601092468,0.22914412359725417,0.055571348204378465,0.04436344918484279,0.022579213445127953,-0.17612920308235652,0.11146041618732877,0.39404143822441684,0.0,2,Bud Rot
aug_3_1341,0.40620176335592806,0.4684865031720441,0.3518082955663664,0.05613727505283101,0.03517268685399871,0.0391944836527866,0.0910320439966631,0.030616570630184848,0.14637168265588946,0.69912645379593,3,Spindle Bug Infestation
aug_0_0937,0.4318316917996914,0.5943800184388134,0.197739039369599,0.04226964700679148,0.038629324027965664,0.04163218850329889,0.2070466974931444,0.22638855383388035,0.027846153422647686,0.745765292743472,0,Healthy Leaf
aug_0_0708,0.4983924907141585,0.6222387415993373,0.12102139286122228,0.040655296370246854,0.030893821377898825,0.023652468328087782,0.14558575594476003,0.3964843300163921,0.0,0.6035156699836078,0,Healthy Leaf
aug_2_0240,0.3969204249829962,0.3061734508280367,0.26350589763764054,0.0545835788108993,0.04901691948579879,0.013362679951574606,-0.18837526965835635,0.11500163809500603,0.3898679616964984,0.0,2,Bud Rot
aug_2_1321,0.37752300911018183,0.2769282271487315,0.2933183906442018,0.053247957646165515,0.05320534452785608,0.019783198523982852,-0.19506078509667651,0.03801912619634154,0.4095453502539605,0.039907887737658236,2,Bud Rot
aug_3_1093,0.6358830474286248,0.6903284969394501,0.5233993985292994,0.03692063597715265,0.040837930108900786,0.03825561358008756,0.030439190808074307,0.13442206379609453,0.06934730777411569,0.5700781095367545,3,Spindle Bug Infestation
aug_2_0926,0.36932941924066526,0.2774552757091575,0.2822436787126108,0.06106913915428948,0.045710181010572705,0.020355310305887022,-0.14524399402804866,0.09437067978237818,0.48425001420574587,0.04992449345695642,2,Bud Rot
aug_1_1814,0.536424447454173,0.5526855748727016,0.3355593493370505,0.05512891619593018,0.023564378836745753,0.057312102335727845,0.10274150501828364,0.1361859119348664,0.12085867966116974,0.4181547963017422,1,Yellow Leaf Disease
aug_1_2921,0.5266314420254489,0.6598403644135616,0.09343598528890144,0.032503353705106,0.017539029778277,0.026625351126447455,0.18729888093819125,0.39528934549713135,0.0,0.6047106545028686,1,Yellow Leaf Disease
aug_1_1706,0.5472285592077117,0.5281768241030407,0.30098637044273524,0.05102753703985087,0.033511143679885835,0.055969297661995696,0.02904776340307498,0.21689758342329574,0.12877904000985357,0.49338950750236193,1,Yellow Leaf Disease
aug_3_2788,0.5169324249658125,0.550176966024233,0.3294263205131213,0.043384688702219204,0.03397765207866067,0.05445517436882359,0.06709334953827999,0.18705463451553306,0.22369044713757352,0.5892549183468934,3,Spindle Bug Infestation
aug_3_1477,0.46884237645048815,0.47962521190246377,0.5017755578038992,0.03875825445720399,0.042539799831090575,0.040003095142565503,-0.009974264225693589,0.0,0.11792222550410289,0.18147779450187074,3,Spindle Bug Infestation
aug_1_0215,0.40667853302438156,0.5003209094720127,0.38291300352761254,0.06263100573536892,0.07882122458886372,0.08599358953915973,0.19709701167902496,0.1408577216235122,0.08893555586011706,0.6819588241769421,1,Yellow Leaf Disease
aug_3_0675,0.6002631934677283,0.6724206604565209,0.5794461483024427,0.05081996750449421,0.0403961817531515,0.04712454245494396,0.03396486082820304,0.0,0.04897745014933871,0.7385126525075445,3,Spindle Bug Infestation
aug_1_3663,0.4285825176365377,0.6896279981956119,0.17354593879365748,0.04490173501996031,0.033904790599516114,0.01681602473589499,0.24192504725021508,0.28504945247415825,0.007963730662201489,0.7069868168636403,1,Yellow Leaf Disease
aug_2_0048,0.39523395610727424,0.29365022366765414,0.2758420695676651,0.06072494458634668,0.050349523536551234,0.014605514810497152,-0.2071878113432417,0.02682592544443539,0.4346557842008336,0.030887611961036475,2,Bud Rot
aug_3_1410,0.5364118025640713,0.5566883950442935,0.4351865027165072,0.03827481954925156,0.02848372246216664,0.03855954527274649,0.013987089850028708,0.046645202614930006,0.12892667149493084,0.27119390856560205,3,Spindle Bug Infestation
aug_0_1489,0.5026801604541294,0.6105859422714938,0.27781854615478335,0.03547429705259204,0.0260124845851696,0.05357058221192744,0.08728576374170588,0.2194266077571692,0.08983362192621669,0.690739770316614,0,Healthy Leaf
aug_1_2425,0.5399072908787081,0.6651869778810892,0.10720395697121626,0.03824533805473276,0.025446356707904298,0.019903825458266442,0.1879789412732624,0.36613349225720687,0.0,0.6338665077427931,1,Yellow Leaf Disease
aug_0_1087,0.42975903809207194,0.6110081184430872,0.18330867203887066,0.05200698411009697,0.02253705169963195,0.037115229526649744,0.17021955369695485,0.20073216341996453,0.0743129944789619,0.7249548421010735,0,Healthy Leaf
aug_0_1398,0.3453321151092899,0.5704348735121655,0.08398750143819345,0.013510638045257626,0.01278232148981452,0.013284519976304018,0.27531283998025297,0.1773966127487607,0.0159942945206926,0.8066090927305467,0,Healthy Leaf
aug_0_0088,0.4448374004460006,0.5135709955944923,0.23007608933248233,0.04020466599667616,0.028761583726466686,0.017434580041275346,0.08356533993297083,0.3934836856429041,0.1001949870278161,0.47356697154303323,0,Healthy Leaf
aug_1_1537,0.44383253775397435,0.4434583161007923,0.34651985395924406,0.005632234517821067,0.02067125561017135,0.019621608975603208,0.06609540744354284,0.13676027648594125,0.160620562142338,0.7026191613717209,1,Yellow Leaf Disease
aug_3_2141,0.5805564069310711,0.4807818002875809,0.40338315403966013,0.04653253143526749,0.0401860156827961,0.0469068569044588,-0.07452703055664331,0.12094530184639662,0.2360700264339276,0.08634788537024062,3,Spindle Bug Infestation
aug_3_1651,0.5291771885919576,0.5190097620715908,0.3586062248702093,0.03874780784556091,0.02988728235778215,0.02598079804861888,0.09256907104374354,0.30215228276886685,0.1802849520536839,0.43670409847886976,3,Spindle Bug Infestation
aug_1_1391,0.4682759366841601,0.4268795420597801,0.13219972519266912,0.018533987417580226,0.01839325689716941,0.0028397015252847654,0.004554314341305408,0.3739148645987849,0.32807833473625175,0.2980068006649633,1,Yellow Leaf Disease
aug_2_1661,0.5632216068186202,0.46595256709362504,0.3879120664633688,0.07239760865360925,0.058328304689561954,0.03609298400890841,-0.10136025147716503,0.03600224666465268,0.21661640625778858,0.0,2,Bud Rot
aug_2_3755,0.55228125546093,0.4818171520677046,0.4507502120262274,0.07410574037088932,0.06715027999984967,0.08535017124093275,-0.007579128121940212,0.006124208456678014,0.1398022990150936,0.46228165772598834,2,Bud Rot
aug_3_2196,0.46576522319965835,0.46531730773375385,0.23028214561720348,0.03645098261034577,0.03705041848449817,0.029549254590322052,0.034447060865850435,0.21414096250627557,0.3312970538252949,0.4497569886435345,3,Spindle Bug Infestation
aug_0_2595,0.4529106723550369,0.5144276965962666,0.1765914637530061,0.040613147706965794,0.022116986438182374,0.019508019562089723,-0.027179200471065118,0.35906260659873357,0.13681936548806675,0.41854256816913626,0,Healthy Leaf
aug_3_1694,0.531376027182319,0.5649352528267616,0.32491649050373417,0.03554786833974182,0.023618320882246597,0.03387094319817426,0.05034347191485469,0.39042972769790524,0.16207498746548427,0.44749528483661055,3,Spindle Bug Infestation
aug_1_3608,0.4689215064590914,0.4687775066808158,0.3736020316024403,0.01037358847966497,0.01709551951194541,0.02133941977268976,0.07257308855266931,0.19805365278419385,0.10802198389812835,0.6939243633176778,1,Yellow Leaf Disease
aug_1_2351,0.4374925634403997,0.4300199175050802,0.10142179754696586,0.01999410849772483,0.01758697175663333,0.010684356355288336,-0.008633105791043576,0.34932900118997934,0.2943500040914496,0.35632099471857104,1,Yellow Leaf Disease
aug_0_3014,0.5274869417520307,0.5531152026673444,0.3666415167251913,0.025833776056570838,0.024190473824849016,0.03660622754029862,-0.0018768113283053021,0.26165313573518784,0.14898621295057551,0.5060572273249426,0,Healthy Leaf
aug_3_1237,0.6201040754511569,0.5902923031372651,0.5179720118799389,0.01734799737381301,0.01648361249458661,0.020437125766789646,-0.03622594669869767,0.057912448294400454,0.028946683978017092,0.17584181331701748,3,Spindle Bug Infestation
aug_3_3780,0.502044622895322,0.5685837453663058,0.24641688514376414,0.03228640903395224,0.047102982047927594,0.02236582891020348,0.08537385337680145,0.3358732896023188,0.21107112846190115,0.45305558193578016,3,Spindle Bug Infestation
aug_2_1630,0.5723508843296468,0.4887142680509615,0.41731951625223573,0.06534719705187221,0.06877059660865337,0.03586437808075502,-0.12172946031057154,0.032481445528493386,0.25235576580184826,0.0,2,Bud Rot
aug_0_0123,0.47338885701754074,0.5100375202748808,0.2103282723646881,0.041276117852767816,0.02542368782842697,0.022429155785059288,0.06857072326590635,0.4105759190292309,0.1557937299460568,0.4336303510247124,0,Healthy Leaf
aug_1_3656,0.38419543679079454,0.6423596536758998,0.19073764817169514,0.03790969869741786,0.03625663198013626,0.022035730577441775,0.23200045498078725,0.24811330922559735,0.0007721014459744788,0.7511145893284282,1,Yellow Leaf Disease
aug_3_1177,0.5808279401539274,0.5630521340875567,0.4304279567095008,0.02414552972003239,0.030285953355187432,0.03497738998940605,0.011376004145193443,0.2571078951655041,0.06535599001639777,0.13310890255639446,3,Spindle Bug Infestation
aug_2_0273,0.40958562023215545,0.2633012438508824,0.2506891364364724,0.048335495935639045,0.04269550793791412,0.025817797834811803,-0.1569777568947449,0.11260377308341771,0.3056539737683305,0.0,2,Bud Rot
aug_2_3591,0.5161188468619257,0.4691705568031787,0.453232781038462,0.07946751149399502,0.07650983906111787,0.07452278680930637,-0.07951245940493185,0.11223964769180461,0.17783538270167346,0.5707746509891894,2,Bud Rot
aug_1_3704,0.39327122748964716,0.6632088871069055,0.1697768282734246,0.03214991124287734,0.03394241947438399,0.026130819335879532,0.2557198754620596,0.2464319490819358,0.01402744119324626,0.7395406097248179,1,Yellow Leaf Disease
aug_2_0030,0.40777848193192956,0.35557568582238025,0.3102169303780392,0.05944861466158536,0.05067516808683381,0.012816739616326666,-0.20560782677341755,0.11965259592664293,0.3766719832320279,0.05619092682511802,2,Bud Rot
aug_3_3309,0.5223204291040819,0.45039560625510167,0.425485624111848,0.03271936252863668,0.038977545792826196,0.04588488898604774,-0.04560075735897344,0.008522791240933051,0.1672387973144097,0.21873152110261918,3,Spindle Bug Infestation
aug_0_3105,0.4986745465526497,0.5588015807698139,0.34307061447508425,0.03356258311245358,0.02507885298608091,0.03387871351237213,0.028177447916019803,0.2123319591270562,0.20351550989236622,0.5625768175478691,0,Healthy Leaf
aug_1_3593,0.45431791462367205,0.5015310517307611,0.33591945866041995,0.023014117172242315,0.006846414213932676,0.01597831161598212,0.08682152138097937,0.15134943867916167,0.1114488020291444,0.7372017592916938,1,Yellow Leaf Disease
aug_3_2017,0.5502433215243917,0.604455116255532,0.4887473512291765,0.03161872248222085,0.030036322400414796,0.04411964496859245,0.014416446181402212,0.04738711112494743,0.12635551819773674,0.7323588533990953,3,Spindle Bug Infestation
aug_0_0101,0.4854878526915148,0.5287589485734026,0.2119397665461299,0.04687910220338853,0.027947346960287278,0.01175972787793661,0.06316121952576383,0.38639460492157474,0.1583740178228616,0.45523137725556373,0,Healthy Leaf
aug_3_0869,0.4160603255022509,0.3920008833041562,0.2758769196259272,0.026642656611038533,0.039360909377404225,0.03143221972027094,-0.0032223894406968583,0.19034248132480475,0.435771752321979,0.3655984045571857,3,Spindle Bug Infestation
aug_0_1714,0.4026090936359371,0.5213123285073757,0.2454621213524804,0.03606082245735066,0.01593347266170099,0.035739594046746676,0.18388067847016046,0.11254123509480525,0.07996034900263696,0.8074984159025579,0,Healthy Leaf
aug_2_3678,0.5072768610352905,0.480626980351157,0.44098811213564976,0.07387766446412064,0.06618769475956271,0.07455555692992273,-0.0567622002847703,0.08500372864056055,0.07207310876589956,0.5816134756414586,2,Bud Rot
aug_0_3833,0.46555554385094533,0.5481489829948195,0.19325766276451695,0.06566650242963758,0.05084320752711424,0.023740371563208566,0.08123628736734786,0.33007167061476234,0.09907083264223557,0.5708574967430021,0,Healthy Leaf
aug_2_1609,0.5549779972866518,0.4941366771623204,0.3876384503547885,0.07043505264305944,0.06434247355760009,0.04295128814348111,-0.11035555458933466,0.10117144865243077,0.1695991088217984,0.0749111910405473,2,Bud Rot
aug_3_0370,0.5722826296847122,0.5694707742538379,0.5097345875353986,0.033509510246566884,0.031159908995323823,0.029846945116219787,-0.016245649892045272,0.023239479682318213,0.09240229410901671,0.29856487715092883,3,Spindle Bug Infestation
aug_2_2607,0.545990382815576,0.5273271586106759,0.38933453856519484,0.06515871801075493,0.06244560401430339,0.026715740539540657,-0.16628838480346153,0.07545649882223637,0.22048985334442747,0.061578076661013066,2,Bud Rot
aug_2_3973,0.5583075230327594,0.5012073938496748,0.44504792661158576,0.06608058156691295,0.06705154949948022,0.07064347702719775,-0.08652005484416564,0.038254885054954224,0.12210622537881778,0.4353060514199333,2,Bud Rot
aug_3_1580,0.5113086586746901,0.579093437161485,0.22181403455676033,0.034344664055979815,0.05616926645351948,0.029667588442955327,0.0892966460007055,0.3343922753804607,0.2107806650780148,0.4548270595415245,3,Spindle Bug Infestation
aug_3_2312,0.41349862646725555,0.4599578737097169,0.19534889053696924,0.05027140144019241,0.05726569532758271,0.03454500411455148,0.06356405021745622,0.3209671334519499,0.1552496462370145,0.5237610479905614,3,Spindle Bug Infestation
aug_3_1242,0.6085622302002663,0.5864990483144392,0.5005631637535033,0.027055392059822183,0.009398727434747896,0.017055666881974758,-0.03068218588174815,0.08001343744013041,0.06435248685233821,0.20806682802138335,3,Spindle Bug Infestation
aug_1_3341,0.5112075925258132,0.6504184772667635,0.06903624926116447,0.04682371474351306,0.02833277006151535,0.017690379569310268,0.16136965992123006,0.3879968078214644,0.0,0.6120031921785357,1,Yellow Leaf Disease
aug_3_0733,0.5805313237283576,0.5474638913229996,0.4069632410262862,0.030135559706325886,0.035550369520999124,0.04205439944185465,-0.019665886604421763,0.27587766816396064,0.05364207320051908,0.11509740358903026,3,Spindle Bug Infestation
aug_2_1652,0.5797385953683318,0.4751294615419788,0.41165062323579116,0.06635864858292224,0.06834160968827609,0.04069001320123812,-0.13176874737296693,0.019205596939400302,0.21049563589217338,0.060726671566200034,2,Bud Rot
aug_2_1971,0.5569947613154054,0.47615563461768756,0.405423780563841,0.06415569689126278,0.07078040544656128,0.03683308934568733,-0.12627409504589382,0.04055944093888966,0.1476951850681375,0.0,2,Bud Rot
real_3_0528,0.49394555185355393,0.5304187251072303,0.4289467007506127,0.07579867066528329,0.06708380147883498,0.07011921456843466,0.05704836994533259,0.04205322265625,0.17218017578125,0.73193359375,3,Spindle Bug Infestation
aug_3_3401,0.5131337522217807,0.5185860304909172,0.2854856058340326,0.04993664748223899,0.04662157872902757,0.03780571518661137,0.04493722914194123,0.18891642639765374,0.3221112713219924,0.46233160190237194,3,Spindle Bug Infestation
aug_0_3256,0.56333593623587,0.5409558000713406,0.3748593626942878,0.024480278239286717,0.018517614008998606,0.024671895359678876,0.005881986981068135,0.11973489216052755,0.056513653630552635,0.41326000524602075,0,Healthy Leaf
aug_0_0150,0.4683004436270838,0.5312798802929999,0.2022655804586702,0.05014398459505629,0.015320469507107817,0.01995814610952634,0.047487491881153455,0.3204817898943303,0.12774044074122784,0.44346779096597927,0,Healthy Leaf
aug_3_0292,0.5296064963220612,0.5176138922029645,0.488123441059777,0.03437315118741396,0.0533121803640451,0.028448198887021776,0.0056972528242053904,0.036128915565613144,0.06907678005596285,0.3531761449833635,3,Spindle Bug Infestation
aug_3_1902,0.41973241409671314,0.5232218953951981,0.3746787528170261,0.04278383124024784,0.0284942978126187,0.044009033854306885,0.07345240697842022,0.0,0.27144925548418186,0.6649847520149502,3,Spindle Bug Infestation
aug_1_0509,0.4961818946727803,0.44383949857963445,0.12941776460710203,0.01981165964699656,0.019476455506367917,0.00913135637384789,0.021892229052256105,0.33197184733330126,0.3416546566207953,0.3263734960459035,1,Yellow Leaf Disease
aug_1_1701,0.5268061941229337,0.5597683707031139,0.2859452164568587,0.055686173060409114,0.031017622010629756,0.049054551627572565,-0.006747621760545143,0.24097819843140342,0.1547321340831529,0.48544388408485495,1,Yellow Leaf Disease
aug_2_1052,0.3586192894366397,0.3130720890552711,0.2697171437844505,0.05077414518569784,0.055324685188706875,0.015584878628006189,-0.17120914244082644,0.07923181938837687,0.3845004307380487,0.00861622931038588,2,Bud Rot
aug_1_0448,0.4279226551042364,0.44183783801580784,0.08549934520902353,0.02755416414722353,0.027174995220135063,0.005365400532061243,-0.026117069310086286,0.34369129673258275,0.2700725791038158,0.38623612416360137,1,Yellow Leaf Disease
aug_2_3410,0.5471094280273737,0.5201034726056099,0.4311551114679688,0.0749919691882778,0.07749339390260254,0.0691326653673521,-0.0379399713594234,0.09396649331339288,0.1373253290523206,0.5098584928333154,2,Bud Rot
aug_2_1296,0.39047173583562295,0.2738297501721133,0.29417820325582805,0.06111473309769773,0.052634713893081636,0.020341902196248342,-0.17843289875789756,0.0812147339393409,0.4228976803979681,0.0,2,Bud Rot
aug_1_2147,0.5563516148175408,0.5677460783093334,0.2923111296223388,0.05894184597622554,0.03348506172013076,0.04061536143050605,0.05290153705435675,0.24404731625097703,0.11600436954167749,0.43638561384676866,1,Yellow Leaf Disease
aug_3_1204,0.6107001233839364,0.5983411707840547,0.5005079082597605,0.012446323478731008,0.011262811496866249,0.018553723914947282,-0.07082742631188088,0.036429891456230164,0.04876357311370812,0.1826264036518894,3,Spindle Bug Infestation
aug_0_1326,0.355134969811097,0.5460288795451465,0.07879536911194632,0.019531459399803188,0.011498553975173806,0.0012848514463284872,0.23767748996738663,0.10323429464226533,0.0,0.8967657053577346,0,Healthy Leaf
aug_2_3144,0.5367798641744678,0.5034662126216634,0.42808148347842184,0.06222482445524471,0.07889115446528215,0.06873469397799273,-0.07201271381244169,0.04747576911462272,0.23542479036642494,0.49663975840146535,2,Bud Rot
aug_1_2705,0.39768339281171144,0.45290397903901164,0.2555919795456617,0.01889544279681154,0.03970555441504817,0.01462871765695941,-0.012033791103008742,0.040388126726931775,0.3819567113117995,0.49404716258105896,1,Yellow Leaf Disease
aug_0_0932,0.4405141471593939,0.6290557315171904,0.16900858955223524,0.03885249162484704,0.02979084311647454,0.03870357251308093,0.20234883153017227,0.18546321791218895,0.039468829736259856,0.7750679523515511,0,Healthy Leaf
aug_1_0489,0.47841766765101396,0.42519305613751746,0.11839410438366435,0.022841060804196466,0.019447817825875593,0.007910336990158043,0.009792549854194272,0.36655219086134155,0.281875673736919,0.3515721354017393,1,Yellow Leaf Disease
aug_0_1722,0.3625271801084632,0.5239626827047529,0.24314035951386706,0.031270489542221766,0.018043694884465205,0.031928560030731634,0.11937561126451508,0.0317299052400024,0.12571394787779783,0.8425561468821998,0,Healthy Leaf
aug_1_0914,0.44105563784256996,0.5060644146666906,0.21594549831854506,0.08186314740493765,0.0920042482265363,0.046015207502334635,0.08885769540675982,0.26394521428808837,0.21895943362888584,0.5170953520830258,1,Yellow Leaf Disease
aug_1_2810,0.4095653002077041,0.4742901772346765,0.3039412904165905,0.02809328399501397,0.039592378516872036,0.02177245586236211,0.06482301077770242,0.09736750721323224,0.3823478852965966,0.5202846074901711,1,Yellow Leaf Disease
aug_3_1593,0.6173033393168337,0.6608396949034601,0.5381999879506265,0.04390168721250735,0.027644813816342838,0.045895898533815614,0.09625710453361878,0.02113839787867626,0.08899536782655755,0.7857965652069772,3,Spindle Bug Infestation
aug_0_0169,0.45060985016322735,0.5149266653320409,0.21596556512747778,0.03973457175974209,0.01606630433010957,0.02198947204701473,0.07432489807383974,0.31741974700563186,0.22156801171689186,0.46101224127747625,0,Healthy Leaf
aug_2_3058,0.5121815909092216,0.4985512699278453,0.44927954487689364,0.07744755483317528,0.07512628713684721,0.07340387225451475,-0.01993148149054099,0.07892780481304902,0.12573814291427238,0.5011865036711161,2,Bud Rot
aug_0_2714,0.4693599683828851,0.48784826761270594,0.1824609324403432,0.045534128092615526,0.019392191675651208,0.02080806785709281,0.04602970686272234,0.3349620124907625,0.2028835173449335,0.4374865048052957,0,Healthy Leaf
aug_3_1308,0.46138083215798853,0.5117506793518657,0.2864356837068665,0.03533160771470866,0.027524395228631513,0.03039515714950423,0.0025912331153940607,0.35618278648346385,0.1847290030698225,0.4590882104467136,3,Spindle Bug Infestation
aug_1_3584,0.45543666661227117,0.49471822329786724,0.38451993139254964,0.006283607346702016,0.006531237552171224,0.012928575295472583,0.04173213490852232,0.1916203428378733,0.1501073623992762,0.6582722947628505,1,Yellow Leaf Disease
aug_3_1118,0.620545585408292,0.6700284750960919,0.5321618943244387,0.0371331274952261,0.03377592731590364,0.04202377111964459,0.030757616984471554,0.07832300865059867,0.07633472170855009,0.7208554502527681,3,Spindle Bug Infestation
